6
298 928
52 351 3
169 1044 31
884 793 44
546 950 14
273 456 80
169 869 25
169 531 72
858 674 6
351 785 51
442 519 24
793 115 49
533 309 55
13 1065 61
455 1004 11
871 51 6
234 409 35
65 607 56
390 254 61
650 1054 23
26 996 53
715 1043 47
494 516 22
403 166 11
312 65 6
273 914 78
208 78 63
143 356 53
234 856 21
832 80 22
1053 152 76
572 1000 72
754 592 74
338 571 26
715 546 24
104 216 11
702 522 17
1014 871 48
13 359 56
208 169 37
78 530 14
364 117 69
1001 966 22
897 997 81
481 725 60
663 42 14
611 966 38
598 784 44
559 144 36
832 455 23
234 604 25
1040 969 6
1066 1012 46
767 889 76
494 142 71
962 10 57
130 218 37
819 879 36
325 152 7
871 767 32
702 683 53
299 599 22
416 526 39
637 662 76
923 1037 28
26 398 44
533 702 67
689 816 52
611 389 70
1053 922 80
338 265 77
741 845 16
286 764 9
650 826 40
767 61 59
182 911 7
273 90 38
169 338 16
754 90 10
975 716 8
26 207 24
169 252 24
494 501 26
221 36 27
741 756 44
702 485 68
481 666 32
611 626 13
546 44 45
182 490 54
364 130 31
546 628 5
832 1072 43
494 827 46
546 1067 12
884 413 42
897 311 9
923 409 16
1027 240 36
507 448 81
403 1050 24
299 276 30
351 378 35
130 361 7
637 317 52
13 1019 71
676 88 19
572 258 17
624 481 77
1040 419 81
507 583 6
26 3 10
780 728 55
468 943 80
832 186 53
260 171 9
247 991 53
715 321 66
130 954 23
884 991 1
585 358 35
676 1019 65
520 97 61
1001 582 11
182 15 65
988 26 26
871 544 61
676 349 82
962 413 3
546 292 82
897 614 28
767 54 81
182 377 2
728 164 71
195 49 65
598 614 31
26 581 82
767 167 75
533 1044 47
1066 980 62
169 263 44
585 747 48
195 631 3
143 271 58
221 76 63
403 328 75
1040 386 21
1027 83 18
273 790 82
1014 293 14
884 227 72
715 609 43
260 1053 38
780 833 49
780 899 77
702 649 71
195 4 41
117 445 60
676 665 55
611 61 31
702 398 72
975 619 14
520 92 37
169 530 47
299 944 73
936 248 70
702 587 76
689 409 52
78 474 65
312 417 35
650 295 64
286 651 39
767 982 51
78 67 41
65 189 78
845 805 5
1053 112 79
312 486 38
182 1008 36
130 60 47
650 489 18
806 946 72
637 945 75
247 1063 4
234 643 31
897 240 63
975 145 3
91 33 38
637 800 49
130 808 73
533 780 49
390 790 8
26 797 79
962 316 47
1040 747 70
936 1070 44
741 909 13
507 817 74
819 290 3
481 952 13
910 857 21
468 831 27
884 757 21
884 118 19
182 292 38
156 950 58
1 564 17
546 1035 48
559 37 31
1040 351 13
585 161 1
260 1035 3
871 1072 14
312 237 8
481 812 55
910 724 79
1066 850 60
104 719 25
65 57 34
221 41 51
611 332 54
442 939 57
689 263 5
195 357 52
325 156 64
195 152 54
741 349 2
117 658 42
741 157 61
195 689 40
442 1048 80
26 1032 23
793 79 20
234 374 30
611 519 57
1 258 55
1066 631 27
208 142 41
546 667 33
26 454 14
988 244 76
689 41 70
286 649 6
286 43 40
988 186 38
156 782 69
767 891 47
195 80 71
897 556 69
975 737 54
832 510 50
39 467 24
676 92 82
663 958 2
520 162 74
832 864 59
975 939 67
520 7 58
650 795 18
364 286 60
351 202 28
1014 28 82
481 557 63
234 864 7
715 1054 51
598 725 66
650 21 48
221 943 41
923 305 31
780 269 23
637 610 21
364 1060 60
923 504 22
104 987 80
832 83 71
923 443 19
962 546 35
572 855 70
962 726 65
1040 48 81
1001 157 5
1014 1011 49
715 906 37
286 122 22
897 715 57
806 1006 32
832 148 68
832 684 14
429 224 79
299 743 70
260 616 44
975 569 40
104 398 56
494 291 33
39 389 69
1 622 3
247 379 78
78 1046 72
507 1066 33
182 365 5
117 426 33
364 552 1
143 5 59
364 172 70
182 701 57
1066 1002 62
637 829 7
624 475 35
728 631 35
624 114 38
494 1024 8
949 103 6
819 446 1
897 820 13
143 660 48
832 147 74
975 209 19
975 1078 47
793 14 52
845 682 17
195 963 77
1053 503 42
663 50 43
624 467 11
338 529 8
897 596 40
91 837 52
429 587 18
936 683 26
754 733 49
897 419 56
156 134 11
351 1009 64
429 517 43
104 602 10
364 709 3
299 359 37
702 755 50
403 464 20
286 245 65
715 467 80
962 1002 29
780 727 11
962 67 14
676 29 27
637 59 56
416 1036 18
598 678 8
858 859 28
871 433 57
1014 476 71
403 436 35
273 924 28
247 286 76
559 285 24
117 579 43
143 743 1
13 95 27
702 404 70
1 1059 11
988 392 63
650 262 52
52 808 20
377 868 67
390 335 70
975 519 20
442 900 25
832 400 24
234 194 34
364 212 8
1001 468 14
702 419 21
247 182 10
325 175 46
299 224 69
585 904 48
312 389 22
910 444 18
533 869 64
377 764 33
221 161 44
104 178 20
468 463 80
494 142 4
468 676 22
819 426 67
598 304 69
793 1010 55
754 473 7
364 687 81
819 759 27
156 145 79
507 487 71
1027 245 11
793 554 35
871 391 11
78 494 8
247 281 48
767 848 24
962 132 77
78 98 2
936 239 55
429 280 14
117 292 47
546 656 32
1040 93 68
624 259 27
702 202 46
117 27 75
585 29 36
13 168 35
845 525 60
221 155 76
299 53 70
1066 253 14
663 239 8
429 655 57
247 756 70
949 917 71
403 447 15
143 377 48
663 358 47
572 882 5
637 511 59
325 84 56
260 74 27
923 1070 69
299 182 71
728 277 78
78 71 49
52 523 15
897 855 51
663 398 75
130 999 44
455 87 55
572 454 47
663 549 74
533 988 44
182 761 64
78 108 66
208 1078 23
91 301 62
897 545 36
312 357 77
169 48 14
1 1040 22
1001 899 21
13 292 10
754 1 12
650 1034 30
481 587 9
624 484 23
338 682 43
871 778 51
273 250 60
741 510 31
1014 996 25
689 738 17
741 15 40
533 349 18
143 344 52
793 1030 77
949 919 53
845 569 75
481 679 80
1 318 20
208 1004 11
585 304 39
1040 150 64
884 1037 41
598 1077 71
26 636 26
351 291 19
221 552 6
598 432 40
52 506 23
195 349 15
832 814 50
819 796 67
663 686 5
234 1020 9
676 1006 73
247 885 73
455 549 37
455 616 59
299 556 29
104 582 75
52 858 23
52 751 2
949 567 53
754 702 10
741 279 13
1027 138 76
1001 184 79
572 574 30
702 328 51
832 1021 24
936 430 26
416 600 47
546 498 54
117 30 37
611 751 29
780 496 28
819 784 24
650 491 33
923 286 73
624 44 65
962 497 48
416 19 22
364 494 79
1014 761 73
975 970 7
182 1064 67
546 605 27
832 1057 12
182 242 73
247 1058 77
156 338 81
273 895 5
689 34 63
715 653 49
247 605 26
234 456 66
234 468 52
910 889 24
299 70 33
1040 921 3
845 214 11
78 500 21
832 235 44
598 735 76
390 987 49
130 988 62
806 520 52
819 265 72
949 730 75
1 300 16
1 191 43
104 448 81
832 680 57
429 279 71
728 192 25
520 152 37
260 980 45
182 216 44
78 793 73
845 873 10
897 562 53
780 727 59
754 886 9
598 290 29
273 754 50
546 141 66
624 578 33
572 969 64
754 429 1
546 714 20
780 9 51
182 322 60
871 470 81
832 845 50
91 410 59
52 736 73
767 111 21
481 253 22
338 768 11
754 396 61
871 759 27
130 1075 58
156 1009 41
598 708 63
897 564 72
234 376 82
325 183 25
208 105 63
624 189 25
949 651 35
429 621 8
676 198 3
1053 1033 11
117 113 51
663 863 81
1001 807 77
1001 686 21
546 70 34
130 588 60
507 409 2
468 604 26
585 394 28
975 293 7
845 687 26
156 367 12
676 743 37
871 989 38
494 722 76
871 1042 16
637 109 39
1053 66 27
234 881 70
585 1033 19
169 112 60
39 1041 7
455 210 15
208 871 3
143 205 40
559 312 39
572 597 64
234 575 58
611 947 42
1001 27 67
975 1008 18
429 660 53
468 1007 68
286 149 59
273 8 68
923 656 80
533 509 11
325 132 20
1066 885 68
468 670 11
182 894 39
1001 582 41
572 22 3
624 132 56
520 395 41
832 366 32
442 1005 57
780 514 9
1053 737 52
78 114 14
923 846 34
468 742 68
390 275 24
117 267 12
286 937 41
1014 53 45
962 1066 10
91 114 43
624 550 14
702 882 3
351 912 77
715 357 8
611 550 46
403 276 21
936 1068 5
455 661 36
52 410 44
845 474 53
169 987 24
182 872 49
884 389 30
416 340 18
455 470 9
234 286 24
91 203 70
767 99 43
338 399 74
975 968 80
429 225 48
546 402 27
494 855 58
936 617 31
611 1006 56
364 398 71
637 509 43
364 362 22
741 758 82
871 914 11
975 127 70
78 830 60
65 238 48
533 1034 69
182 571 40
156 787 31
624 220 5
416 1028 53
130 641 43
78 296 77
585 298 28
1053 155 21
897 1064 23
273 426 77
533 734 9
429 212 32
182 657 69
286 994 53
585 508 74
520 845 36
169 529 61
390 247 6
429 234 48
325 923 21
793 870 25
351 33 81
351 595 36
832 658 65
663 194 49
364 626 73
988 874 15
546 300 43
702 315 13
195 911 25
962 587 14
442 43 8
507 586 12
741 276 24
416 859 4
962 616 36
611 255 24
741 209 1
416 994 25
884 512 78
429 839 6
91 205 41
364 269 31
754 267 31
962 401 74
208 379 7
169 299 28
39 792 78
624 1054 64
338 909 15
780 433 18
260 781 60
1027 818 12
780 542 5
481 521 80
559 797 6
1027 328 59
689 309 70
650 521 55
520 857 35
897 567 82
26 716 63
156 332 18
442 874 48
975 451 9
663 601 80
13 592 37
572 253 64
949 945 76
624 330 53
676 1 67
455 869 3
689 704 74
117 182 65
416 489 13
1014 232 80
208 788 57
299 205 72
78 896 16
767 299 49
624 895 24
741 357 23
429 318 65
195 461 82
1 253 65
1027 739 10
1027 741 56
1027 257 77
26 517 13
741 107 41
520 118 52
65 718 77
390 146 65
923 767 61
676 1018 15
338 687 39
546 723 30
767 814 37
858 24 14
572 349 8
780 775 72
572 55 22
1027 623 9
364 7 39
923 167 82
936 1050 39
13 504 15
390 252 15
65 517 16
208 156 49
884 1021 16
468 356 24
260 358 14
1053 235 70
13 666 27
195 14 23
1 43 18
819 843 77
208 908 68
858 1023 79
689 149 1
39 666 45
273 561 75
338 475 37
884 1039 68
819 541 52
260 5 70
1066 557 31
741 185 62
741 529 46
949 852 78
754 880 17
715 107 73
442 164 38
754 45 42
416 291 2
286 452 82
481 679 82
910 232 28
689 1 23
585 247 52
1066 319 44
221 597 50
676 511 38
78 275 71
377 585 80
442 819 25
286 846 56
546 574 21
52 299 29
767 377 46
1040 625 9
793 28 19
156 115 1
260 115 54
299 687 79
611 861 78
572 899 30
312 214 16
208 685 13
832 84 4
949 216 54
468 230 40
221 224 69
520 17 53
1 474 73
728 789 77
455 890 37
741 700 16
169 874 1
325 623 29
923 684 66
299 162 9
871 351 19
715 44 58
78 375 43
390 1036 24
247 784 29
572 217 81
871 976 29
403 782 60
208 886 20
65 663 44
533 830 63
1 232 52
611 862 38
533 910 48
611 873 37
494 273 67
793 234 79
533 312 62
780 376 79
650 177 57
676 481 36
351 332 16
429 641 49
442 582 60
780 861 73
286 6 71
1053 99 45
78 487 70
13 721 53
884 138 25
832 491 43
221 958 69
858 498 56
624 8 72
299 985 32
546 191 68
273 74 26
130 373 80
156 857 6
728 11 46
442 88 29
312 541 68
260 171 44
793 630 17
338 889 68
754 915 7
1066 497 31
52 533 63
429 661 64
312 318 9
208 77 57
338 1000 62
130 852 70
585 294 40
897 635 36
1053 85 9
403 995 78
104 837 5
325 412 78
975 903 28
39 1001 82
533 346 69
936 411 3
26 1029 36
104 450 21
975 591 45
117 999 44
819 940 7
91 187 18
767 40 18
884 139 68
754 922 60
429 474 47
494 271 36
936 150 43
312 1015 4
26 763 33
364 68 62
936 687 31
195 796 9
936 628 42
312 581 18
611 1055 9
442 902 43
767 154 9
429 713 63
364 658 25
156 476 74
325 12 74
481 932 54
338 1045 82
611 955 15
13 202 14
130 349 44
156 915 53
195 600 29
936 628 81
728 758 37
676 359 8
52 444 13
819 136 32
832 1006 13
858 136 3
104 312 5
78 129 63
884 266 71
910 221 2
507 252 40
39 821 21
650 1071 11
273 831 37
65 199 54
1027 251 51
221 862 38
663 788 78
338 1071 22
312 30 26
494 183 66
273 113 63
780 548 62
832 874 64
572 978 57
468 624 34
1053 287 62
1053 179 70
1053 199 15
273 24 1
286 140 39
871 1023 27
1040 315 19
351 89 63
1040 435 2
611 913 64
962 485 18
832 460 39
52 475 10
806 396 29
26 266 24
585 611 45
156 518 79
156 142 60
26 165 62
104 1044 68
702 461 1
585 513 2
507 908 9
1001 789 9
286 688 26
975 761 2
91 166 14
1027 941 22
793 26 76
988 838 80
728 465 60
221 469 1
442 754 34
286 390 39
572 838 23
793 209 42
416 302 17
325 890 51
117 29 48
624 519 73
104 742 9
13 791 19
221 253 27
702 759 61
533 936 74
468 636 64
481 568 16
975 427 16
676 453 12
663 743 32
416 835 62
65 818 3
1066 210 50
494 304 30
78 266 5
481 760 20
208 410 49
741 524 65
130 954 66
338 333 36
364 229 20
260 741 2
650 497 67
975 411 58
65 472 38
988 871 39
793 861 24
351 1062 66
364 27 3
650 395 54
819 363 80
39 297 49
936 692 68
923 675 55
377 916 5
1066 771 6
130 505 6
247 231 2
351 294 54
1001 675 72
481 624 70
26 799 31
1027 1042 74
871 678 51
507 738 67
403 602 50
1027 381 32
78 182 15
923 70 22
845 696 61
559 454 2
949 394 7
143 515 23
702 195 18
156 186 47
663 1 57
1027 1049 82
52 18 68
598 750 12
208 984 64
130 920 48
702 151 15
234 507 40
767 21 20
897 804 8
325 54 9
1040 1017 54
910 128 55
572 334 73
156 755 43
585 502 26
689 408 7
871 301 82
286 186 80
351 574 50
676 999 8
754 546 32
117 958 68
325 280 9
897 1041 41
910 873 28
845 55 36
260 618 77
754 681 65
767 1019 32
1053 1051 37
169 744 29
260 70 21
767 32 46
598 402 54
819 962 11
507 346 51
39 274 27
429 379 37
117 426 33
195 765 17
325 915 21
377 8 72
871 522 9
1014 710 43
910 964 7
312 850 48
169 911 40
208 225 2
312 1025 63
832 371 53
390 393 42
611 454 24
143 335 48
962 1004 77
208 295 51
26 786 69
286 531 52
416 153 78
650 32 25
1001 128 18
793 224 40
468 960 64
221 419 44
949 297 4
845 1000 79
364 272 40
403 260 74
26 1016 12
156 122 4
429 810 74
91 393 65
325 811 15
286 218 76
325 223 22
793 571 35
793 401 52
676 1000 28
247 782 2
351 65 23
273 362 31
663 336 82
481 326 31
507 764 3
845 765 15
468 255 4
351 204 46
429 829 41
403 450 76
650 677 41
1040 722 55
416 8 7
767 696 8
572 318 15
442 74 76
546 922 9
728 644 70
754 789 60
1066 320 47
715 979 55
663 434 10
767 889 2
169 641 5
728 670 69
403 422 45
13 319 20
663 717 39
338 339 60
364 210 20
65 878 65
78 611 22
169 624 70
143 1 17
273 487 60
1040 718 28
442 135 17
182 551 37
182 782 30
936 12 78
871 675 15
130 987 66
273 388 72
234 1069 43
182 177 43
637 224 3
949 496 34
884 71 60
234 467 9
130 1033 9
195 431 12
117 109 42
260 447 39
793 534 76
741 45 55
676 595 47
455 13 73
442 246 14
949 779 38
156 272 15
481 184 78
650 1078 30
481 508 69
104 882 42
676 448 77
624 867 50
546 787 25
663 492 40
26 611 57
52 559 54
390 800 77
650 824 74
507 344 60
403 117 42
468 337 21
1 164 40
858 312 25
949 963 62
338 279 27
221 363 81
1053 305 52
481 332 19
533 973 69
572 206 61
299 501 20
78 980 77
585 541 16
182 492 16
975 808 40
1014 792 17
221 1001 7
143 160 56
312 859 32
377 985 22
923 79 19
1027 467 9
208 904 7
819 230 39
299 1024 47
91 474 11
624 180 50
520 591 6
260 1011 10
819 912 32
104 1002 24
832 119 53
221 127 36
260 972 70
793 483 7
559 736 17
130 489 59
39 667 38
481 310 35
741 567 27
39 720 54
767 513 15
1040 347 17
559 775 63
468 537 47
728 826 9
182 70 53
988 332 22
910 179 33
468 401 29
273 388 58
468 61 69
611 475 25
169 48 28
793 613 50
221 818 49
663 1055 44
572 863 42
455 651 38
1027 687 35
611 989 20
221 1011 4
598 422 23
637 997 34
1066 4 11
130 360 80
702 489 10
468 961 52
377 340 4
1014 248 9
520 336 27
754 1054 43
286 248 40
624 551 65
559 245 49
169 750 3
1027 437 81
702 475 17
741 946 12
702 864 13
351 242 29
910 164 54
585 83 48
1066 728 71
585 1032 72
156 994 75
650 340 43
767 229 25
507 301 22
351 502 27
195 369 32
78 633 22
923 252 65
1027 385 46
390 957 76
923 802 53
624 425 48
871 1064 68
806 555 38
299 606 48
780 549 54
1014 361 30
104 734 48
494 648 78
507 672 22
884 419 34
26 184 11
39 829 64
988 274 75
507 392 40
117 950 16
780 786 57
273 115 74
247 783 65
169 887 42
871 942 22
533 229 59
221 805 46
1027 508 40
130 58 77
923 350 8
195 686 66
520 30 48
1014 573 78
650 1042 73
351 903 62
819 62 19
182 1065 39
988 881 53
273 290 10
377 304 67
975 136 77
351 616 36
221 468 54
208 65 42
1053 949 80
676 305 81
403 876 40
403 901 4
611 215 11
130 123 54
533 245 40
429 775 26
234 1001 52
299 199 51
169 305 39
871 437 18
286 156 45
299 250 26
104 905 34
442 485 1
338 307 6
429 272 23
26 373 7
78 554 21
117 501 62
572 330 27
390 1029 77
325 103 72
767 556 68
494 465 82
1027 34 51
533 722 20
975 885 29
338 831 3
247 336 53
312 520 12
91 796 65
325 526 4
767 1035 63
1001 51 5
689 914 55
962 385 44
1027 389 40
520 854 77
611 175 36
468 273 67
221 299 59
663 317 68
923 910 73
39 428 52
377 1007 43
780 316 51
572 517 59
572 149 15
858 58 82
767 161 5
910 687 48
26 51 26
416 933 60
793 659 15
689 1014 44
780 579 71
351 510 42
1 934 73
481 185 21
65 627 35
1040 1025 79
117 58 31
546 1060 56
390 584 48
13 571 19
247 968 43
403 97 36
585 888 35
1066 405 14
832 281 45
858 274 21
624 229 29
1014 170 49
1040 4 4
130 341 6
975 1075 45
1027 798 23
858 925 11
130 920 40
338 498 24
975 1032 82
286 696 43
338 172 80
338 961 47
481 948 40
806 481 42
806 660 12
650 804 69
364 756 8
1027 529 24
468 717 19
494 662 6
1066 423 22
819 574 34
494 744 77
871 390 14
390 1034 29
247 989 25
897 180 36
390 707 50
325 927 19
585 250 64
533 232 23
936 394 32
533 463 46
520 622 1
689 118 44
832 340 52
572 24 18
533 45 7
611 22 26
754 539 71
559 608 43
13 534 29
195 289 61
325 312 10
702 362 49
806 846 21
728 1075 70
390 137 32
195 366 17
78 128 21
715 696 8
663 1021 48
455 582 79
585 668 9
481 523 28
1014 678 52
533 176 6
403 972 45
806 192 35
104 38 57
455 490 46
273 436 79
676 65 16
715 413 52
234 496 30
143 71 67
780 1003 1
299 386 45
923 443 7
923 178 8
416 137 67
767 220 75
403 94 19
585 303 54
351 489 6
949 793 40
884 784 53
507 351 23
78 628 18
429 887 57
988 307 82
364 223 46
1053 951 76
520 279 34
247 666 13
507 554 9
910 889 54
455 137 74
637 501 56
793 993 69
793 659 20
260 946 63
897 1004 49
494 636 25
936 827 21
195 44 61
507 14 25
897 378 38
962 131 68
1053 847 69
1014 1023 1
858 613 44
403 301 32
546 126 77
455 215 42
39 262 19
195 1010 17
650 999 11
663 478 34
897 488 37
1040 89 14
520 545 26
65 48 13
806 202 56
598 1044 45
65 905 47
663 564 7
793 754 28
104 463 35
559 191 18
78 100 16
117 715 11
741 960 3
546 285 71
169 144 76
715 207 36
858 502 56
728 843 16
338 870 47
130 939 56
923 548 24
1014 222 15
273 520 43
91 663 9
637 594 12
832 1037 53
923 438 48
819 579 49
507 350 58
624 217 63
104 313 47
247 615 60
767 89 50
572 1069 20
884 280 77
182 772 54
936 529 70
949 965 10
442 754 35
923 167 29
221 1024 75
1027 77 53
975 715 32
676 369 76
416 646 39
975 264 39
611 670 63
91 464 26
286 516 79
13 163 10
702 242 55
130 368 7
312 1020 48
416 56 55
390 55 16
988 236 76
1 320 56
104 1073 58
949 426 42
416 34 82
1040 971 13
858 32 20
507 766 3
767 114 34
286 101 72
806 744 3
702 325 1
1040 861 41
39 577 41
650 665 15
65 287 55
910 1013 1
1 1035 68
533 852 58
143 6 22
962 521 36
1040 159 54
624 749 35
260 716 9
390 506 58
260 831 35
962 865 12
351 606 62
793 718 7
572 59 8
299 617 14
637 537 61
286 81 30
897 622 42
897 625 69
494 638 67
416 335 19
923 680 17
1001 17 67
624 461 78
780 836 60
169 229 70
923 1019 7
585 727 56
52 145 39
988 846 6
299 859 75
923 813 14
39 532 34
455 527 20
819 165 59
52 338 73
91 147 65
650 75 43
130 323 82
728 1021 14
234 131 63
793 24 8
741 55 44
273 394 22
390 307 52
702 1053 45
871 865 30
143 511 72
325 889 6
884 788 2
494 683 76
39 117 46
104 1023 50
741 784 22
611 535 48
689 154 2
624 444 29
702 214 23
780 585 34
533 248 67
559 187 43
26 11 1
663 427 57
195 359 9
1027 506 13
1001 105 1
780 984 20
91 505 65
182 252 48
1053 347 49
364 703 40
546 793 37
104 98 61
130 303 80
897 631 68
299 714 81
689 728 55
988 444 20
403 597 14
520 477 44
884 1075 45
299 355 20
650 50 38
143 538 68
962 229 78
793 295 35
1053 13 41
286 7 73
598 755 7
637 879 8
390 868 68
299 386 9
611 225 43
663 582 72
845 509 70
442 734 27
806 15 63
1 8 55
130 509 6
494 485 21
1066 431 56
455 396 57
117 165 1
845 9 47
845 7 76
858 87 39
234 1064 61
936 337 19
507 858 44
780 525 46
637 504 75
806 256 54
442 526 42
1027 693 43
39 264 31
1040 1059 50
416 375 60
1014 930 63
689 1056 76
416 487 19
91 51 68
442 53 48
156 170 68
1053 242 4
208 305 50
312 1054 31
169 697 29
104 140 64
897 605 29
858 8 43
143 240 45
754 774 63
845 434 12
858 301 71
1053 832 65
1001 90 28
663 157 32
728 1035 16
767 364 71
208 568 1
182 98 16
1027 142 10
988 196 58
975 949 40
910 800 47
442 222 12
130 1042 54
897 930 51
481 375 68
806 262 81
429 585 52
663 732 50
780 790 49
130 48 59
1053 345 3
156 268 3
1014 284 65
663 908 47
195 947 64
676 359 67
780 896 38
546 186 11
754 247 75
611 124 9
728 295 1
884 688 31
767 613 60
819 948 36
780 609 58
936 471 70
845 134 33
689 315 39
819 859 82
182 717 49
507 590 3
988 1009 46
650 387 6
507 662 8
559 236 53
871 847 55
390 828 30
442 456 54
429 201 8
221 611 57
780 816 69
1 939 59
715 407 9
689 639 72
676 909 64
884 1065 80
559 260 35
1014 1011 45
949 633 27
572 686 53
130 98 80
403 285 9
533 525 67
715 481 18
897 185 72
442 27 77
299 325 51
819 202 73
793 156 59
507 916 64
65 208 55
702 143 34
403 254 48
910 513 39
637 123 68
598 559 10
858 411 9
468 519 10
728 330 42
988 394 25
585 430 56
13 396 27
572 111 66
1 602 53
832 742 4
611 130 60
78 782 9
767 848 45
793 503 10
715 860 73
676 582 37
156 674 51
78 162 13
962 288 47
936 982 14
481 836 13
78 589 7
1001 651 27
481 67 69
338 915 82
13 363 50
923 539 75
572 1033 51
962 1047 81
1027 653 2
1053 411 41
442 360 78
455 822 39
299 1068 65
858 91 16
429 487 6
819 67 64
767 348 32
65 11 15
988 233 15
858 541 34
338 57 48
780 987 7
1066 152 54
572 509 11
910 26 35
806 518 65
767 823 26
559 218 76
988 495 45
130 859 39
481 458 54
871 743 80
507 608 56
1 259 19
975 577 32
585 145 49
208 290 13
312 457 22
130 247 63
26 227 9
559 1007 27
572 977 78
13 395 29
455 918 65
208 1026 65
884 1034 56
130 230 3
1027 619 18
754 234 35
988 944 54
390 950 4
780 856 25
637 589 30
637 961 13
104 256 69
520 434 41
78 269 72
650 3 18
624 949 69
936 850 64
650 673 79
429 5 79
1053 427 9
871 263 14
1040 856 27
247 214 8
533 141 68
195 1065 19
416 582 54
1040 909 22
858 158 53
767 578 17
741 92 68
780 916 41
52 546 1
520 661 48
403 760 61
403 109 80
572 705 13
403 91 38
52 731 4
897 57 62
247 1060 60
429 915 49
390 372 33
65 479 3
416 1025 5
130 1001 53
780 736 11
1027 1001 23
104 580 7
819 928 61
910 669 77
39 807 75
13 606 60
507 670 17
676 11 17
572 310 57
13 1 15
442 115 5
897 1060 3
65 674 19
338 314 45
767 43 50
1053 58 29
104 781 40
637 407 32
871 212 8
611 716 67
767 41 29
286 831 8
871 832 31
650 651 37
507 54 72
390 95 19
13 111 62
221 339 26
520 524 60
832 103 75
208 646 62
572 935 27
1066 632 7
91 887 74
1027 567 19
26 667 76
65 390 49
624 892 15
195 135 38
65 314 54
559 886 73
130 160 77
221 616 82
988 106 54
598 781 41
507 831 8
234 684 50
286 655 46
364 531 33
208 915 16
104 388 40
39 860 28
416 88 47
221 1032 26
832 1009 34
455 267 43
351 947 15
13 993 77
364 96 47
585 173 9
1053 619 79
312 400 21
702 1072 27
1066 880 7
234 921 4
143 55 3
104 551 21
897 213 58
130 609 53
533 520 4
546 995 11
182 158 4
221 854 43
130 323 17
156 213 70
429 531 9
780 4 23
403 759 30
520 570 27
299 3 75
325 916 6
221 551 1
1027 91 75
364 192 17
806 550 67
286 928 26
962 939 53
507 184 75
897 526 48
572 122 47
793 225 16
910 418 62
637 805 16
325 59 82
1027 497 32
715 296 41
65 917 71
364 991 70
130 162 67
585 323 67
845 127 70
416 230 75
1066 468 34
559 32 58
221 548 73
533 461 49
390 173 49
429 6 5
832 33 78
104 833 37
923 630 7
195 722 30
494 691 57
156 691 26
13 690 62
182 387 7
143 207 6
78 603 22
923 1073 81
1001 288 33
286 79 31
819 408 13
156 995 60
793 368 30
1 660 11
780 413 4
962 1034 33
1014 644 41
377 684 11
546 729 23
156 392 23
624 949 44
91 854 49
455 977 17
481 80 10
1053 240 43
832 134 44
884 715 26
65 709 22
611 953 77
988 596 12
364 662 48
715 460 44
715 543 54
1053 983 34
195 353 37
533 891 78
728 460 63
130 329 19
806 400 57
325 715 76
455 650 34
910 262 62
429 59 68
507 297 64
130 140 45
39 422 81
884 344 78
351 90 33
1040 856 49
312 629 75
585 173 24
611 507 81
793 522 41
156 391 61
130 905 79
962 352 34
182 844 32
78 225 72
429 455 82
338 734 80
169 796 76
143 59 74
234 947 63
221 771 70
104 760 33
702 542 35
208 699 24
1053 211 77
78 154 51
650 792 3
208 1044 18
832 562 38
949 872 39
663 686 41
455 402 79
1040 628 57
637 999 24
897 8 20
104 1009 14
572 699 8
598 414 53
767 707 49
78 677 29
975 404 51
1014 110 72
598 883 78
767 367 80
494 898 45
429 538 6
65 1042 34
1001 867 37
936 707 16
260 451 44
1040 625 46
182 575 56
793 288 39
65 693 80
624 348 30
507 429 71
325 943 54
416 133 74
182 905 10
286 178 76
1066 126 37
221 636 71
871 188 16
962 122 28
754 942 14
364 193 36
338 648 21
260 672 44
715 536 38
897 896 27
819 667 79
884 489 80
442 980 15
208 506 21
715 68 33
1053 710 44
260 147 54
351 500 38
897 16 62
910 539 67
117 1008 23
299 190 5
676 797 69
806 746 11
182 170 76
715 168 5
767 1033 67
1014 103 4
715 86 27
39 35 21
273 861 72
988 329 23
455 230 40
234 92 38
26 106 66
793 392 24
676 909 11
741 898 62
429 14 13
871 1027 43
182 543 66
715 32 25
286 519 54
988 241 37
156 895 52
585 515 64
663 370 69
1040 568 50
585 1076 33
988 789 59
377 944 40
715 623 64
195 679 44
429 398 18
962 817 47
559 313 5
429 167 49
585 416 34
260 215 42
845 81 30
663 381 6
286 135 46
494 106 69
143 980 30
468 228 77
273 653 28
780 815 56
910 538 66
897 546 49
39 1052 41
260 978 75
416 102 32
741 717 43
897 538 73
507 67 28
1053 305 5
819 235 73
455 421 10
585 415 47
884 828 26
338 1019 54
715 995 18
286 91 36
338 326 79
689 226 23
520 980 21
78 464 7
416 98 43
39 343 25
338 694 26
468 455 74
897 889 71
559 1073 9
975 723 48
247 964 79
156 166 52
117 274 31
442 64 26
819 695 67
871 989 36
221 870 64
650 25 20
754 166 5
871 434 70
793 72 82
936 572 52
481 597 22
39 793 66
351 821 81
91 536 55
884 628 59
520 1027 52
13 1063 80
533 1072 78
338 312 66
156 18 81
845 442 54
845 875 3
1027 972 27
546 510 10
806 836 55
793 765 56
533 1051 72
585 269 9
1001 713 62
195 464 7
442 882 77
806 904 9
793 927 9
832 428 61
559 34 9
858 182 24
897 743 62
481 903 23
507 505 10
754 670 16
299 605 73
